USB_V,USB_A,USB_W,Int_Accel,Ext_Accel,Net_Traffic,RF_Density,Sys_Temp,Label
4.979,1.342,6.639,2.2297,1.5391,39.703,-39.1,76.0,Yes
4.945,2.474,12.314,2.9677,4.5247,95.107,-18.0,89.3,Yes
4.99,0.405,2.034,0.295,0.1975,5.548,-66.6,44.0,No
4.997,0.472,2.373,0.2066,0.256,7.139,-59.5,45.4,No
5.033,0.044,0.242,0.0639,0.0332,1.273,-106.4,39.8,No
5.035,0.08,0.411,0.0217,0.0442,1.011,-97.2,33.9,No
4.98,1.119,5.558,0.8246,0.7243,28.53,-47.2,64.0,No
5.037,0.31,1.521,0.2495,0.1435,3.339,-63.9,47.2,No
4.904,2.389,11.567,3.7071,2.9913,84.92,0.6,93.3,Yes
5.051,0.421,2.122,0.157,0.1419,5.271,-68.9,42.3,No
5.021,0.031,0.154,0.0625,0.0373,2.189,-78.4,34.5,No
5.012,0.904,4.503,0.4027,0.7832,26.952,-36.6,56.9,No
4.9,2.871,13.979,3.2201,4.0588,119.479,-35.3,83.0,Yes
4.99,0.582,2.924,0.7427,0.7151,37.11,-51.9,67.2,Yes
5.027,0.063,0.296,0.0892,0.0749,1.043,-98.0,41.8,No
5.044,0.268,1.36,0.0654,0.0708,1.008,-82.5,44.0,No
4.891,2.033,9.928,2.0878,2.8822,111.821,-8.6,76.4,Yes
5.033,1.167,5.857,0.6125,0.5638,35.859,-55.0,67.8,Yes
5.025,0.156,0.805,0.0905,0.0965,2.37,-81.2,40.0,No
4.966,1.514,7.56,2.2306,1.9342,74.129,-45.8,72.4,Yes
4.962,2.138,10.648,1.9284,3.6487,124.207,-7.9,78.8,Yes
4.891,2.327,11.406,2.3031,2.6291,128.282,-17.0,76.3,Yes
5.027,0.227,1.122,0.0799,0.0424,5.511,-81.9,47.6,No
5.042,0.076,0.387,0.0922,0.0653,2.694,-103.0,34.2,No
5.049,0.027,0.136,0.0656,0.0271,0.63,-92.3,40.4,No
5.057,0.043,0.209,0.0375,0.0488,1.873,-89.4,34.7,No
5.047,0.11,0.554,0.2431,0.048,2.16,-78.9,39.2,No
4.893,2.02,9.819,3.2376,3.944,100.39,-30.0,74.9,Yes
5.028,0.966,4.682,0.3705,0.7598,10.287,-45.1,60.1,Yes
4.989,1.865,9.297,1.6672,1.1215,61.236,-31.7,70.8,Yes
4.983,1.19,5.944,0.4703,0.7815,11.559,-44.1,58.4,No
5.019,0.779,4.016,0.8681,0.637,32.052,-46.1,64.6,Yes
4.945,2.253,11.232,2.5761,2.784,139.023,-32.2,74.6,Yes
5.025,0.517,2.639,0.3213,0.2719,7.395,-62.9,51.3,No
5.019,0.445,2.278,0.2217,0.1877,5.678,-56.4,50.9,No
4.963,1.551,7.604,1.6204,2.3789,83.304,-29.0,77.8,Yes
4.931,2.762,13.63,3.1961,3.5505,82.082,-13.7,81.3,Yes
5.04,0.275,1.376,0.2109,0.0426,5.984,-58.7,43.9,No
5.04,1.235,6.202,0.4013,0.8266,28.074,-46.5,65.3,Yes
4.93,2.706,13.123,2.7138,3.2825,116.318,-26.9,83.9,Yes
4.981,1.597,8.014,1.8631,1.3106,94.422,-27.9,70.2,Yes
5.042,0.348,1.717,0.1873,0.1203,6.271,-75.0,48.9,No
4.937,1.746,8.631,1.8778,3.3235,118.006,-11.9,75.1,Yes
4.998,0.59,2.854,0.4219,0.5456,14.653,-33.4,64.6,No
5.05,0.429,2.149,0.2528,0.2396,6.561,-52.4,47.7,No
4.901,2.553,12.515,2.4842,2.1672,107.553,-16.9,79.3,Yes
4.888,2.83,13.953,3.6672,3.9204,122.404,-22.2,95.0,Yes
4.866,1.87,9.086,2.9814,2.6535,127.5,-14.1,79.8,Yes
4.898,2.201,10.704,2.2614,2.8486,134.267,-20.3,83.8,Yes
4.988,1.44,7.208,2.1979,2.278,45.357,-27.6,67.7,Yes
4.954,1.841,9.124,2.2703,2.0059,58.035,-23.9,72.9,Yes
4.913,1.807,8.847,2.8865,3.8024,77.671,-22.6,79.1,Yes
4.935,1.511,7.526,2.2081,2.9536,104.162,-14.9,79.9,Yes
4.99,0.515,2.541,0.2569,0.1808,7.074,-60.9,52.2,No
5.036,0.192,0.968,0.1762,0.071,6.726,-77.9,42.8,No
5.024,0.764,3.746,0.8395,0.4958,13.252,-49.8,66.4,Yes
4.901,2.791,13.68,2.5907,3.4849,75.055,-24.5,92.5,Yes
5.06,0.052,0.272,0.0018,0.0192,2.267,-110.0,32.8,No
5.069,0.106,0.537,0.0482,0.0652,1.094,-101.6,38.6,No
5.039,0.201,0.992,0.1104,0.0441,2.699,-79.0,40.9,No
5.004,0.228,1.161,0.1356,0.1423,5.189,-57.8,44.1,No
5.047,0.152,0.77,0.103,0.0591,0.664,-87.6,38.8,No
5.071,0.173,0.873,0.0997,0.0639,3.184,-95.0,36.1,No
5.045,0.164,0.804,0.0547,0.025,2.273,-107.7,35.6,No
5.059,0.149,0.752,0.1001,0.0597,2.709,-84.8,30.0,No
4.939,1.719,8.488,2.0341,3.867,145.664,-26.3,75.7,Yes
5.04,0.448,2.291,0.2062,0.1899,7.065,-65.5,51.3,No
5.029,0.95,4.726,0.4351,0.5004,20.075,-30.0,60.2,No
5.05,0.071,0.372,0.0745,0.0544,2.515,-87.9,40.6,No
5.062,0.058,0.282,0.1058,0.0656,1.056,-93.1,34.2,No
4.982,1.922,9.588,1.8465,1.6517,84.329,-39.5,71.8,Yes
5.049,0.144,0.716,0.0471,0.0239,1.544,-79.9,38.7,No
4.936,1.759,8.556,2.1062,1.8621,82.436,-41.1,74.9,Yes
4.981,0.701,3.484,0.6175,0.7221,8.057,-52.5,66.0,Yes
5.037,0.449,2.271,0.2663,0.0336,5.176,-78.2,42.2,No
5.065,0.159,0.81,0.0846,0.077,0.647,-82.2,34.1,No
5.059,0.031,0.165,0.1172,0.0606,2.135,-88.3,32.7,No
4.914,2.358,11.66,2.5854,3.9183,128.003,-20.6,83.3,Yes
4.997,0.641,3.182,0.5147,0.549,14.519,-51.9,62.9,No
5.052,0.152,0.759,0.1115,0.0626,0.691,-94.6,34.9,No
5.057,0.308,1.585,0.1268,0.102,7.522,-54.1,41.7,No
5.01,0.924,4.653,0.4631,0.3971,36.003,-59.6,59.1,Yes
5.075,0.089,0.444,0.0925,0.0019,1.994,-81.7,38.2,No
5.034,1.258,6.322,0.8101,0.7097,14.437,-46.9,69.4,Yes
5.061,0.048,0.253,0.0546,0.0092,3.112,-93.9,34.3,No
5.02,1.227,6.169,0.55,0.7815,33.189,-49.1,57.7,Yes
4.994,0.962,4.832,0.6058,0.651,34.199,-56.4,59.4,Yes
4.901,2.081,10.228,2.3105,2.4386,100.223,-26.6,83.3,Yes
4.956,1.699,8.432,1.9226,1.6777,67.35,-32.0,68.1,Yes
4.998,0.635,3.179,0.8287,0.319,13.557,-44.1,61.5,Yes
5.015,0.604,3.17,0.7932,0.8421,13.679,-34.7,58.3,Yes
5.017,0.93,4.613,0.6623,0.522,14.069,-38.9,67.4,Yes
4.878,1.638,7.866,2.0781,2.2719,96.252,-16.5,79.6,Yes
5.048,0.116,0.597,0.0723,0.0185,1.413,-90.3,41.7,No
5.051,0.05,0.273,0.0217,0.0014,1.693,-77.2,31.4,No
5.038,0.146,0.72,0.0448,0.0382,2.01,-82.5,41.9,No
4.999,0.518,2.594,0.2915,0.1621,7.67,-74.3,49.2,No
5.012,0.345,1.699,0.0431,0.184,6.285,-68.4,32.7,No
5.061,0.185,0.946,0.0612,0.011,1.401,-97.8,33.0,No
4.902,3.09,15.094,3.1569,2.8776,81.225,-40.8,78.7,Yes
5.048,0.202,1.054,0.2299,0.17,4.161,-60.7,37.9,No
5.013,0.183,0.934,0.1242,0.1283,1.191,-65.1,39.3,No
5.04,0.805,4.111,0.3582,0.8435,36.03,-50.0,60.0,No
4.98,1.179,5.829,0.8338,0.8494,19.777,-51.1,68.4,Yes
5.054,0.115,0.558,0.0728,0.0384,1.883,-92.9,36.1,No
4.863,2.146,10.558,3.2876,3.1457,89.156,-21.8,81.3,Yes
5.018,0.223,1.122,0.1146,0.1309,3.494,-78.1,45.1,No
5.038,0.534,2.678,0.2601,0.2266,5.68,-70.8,53.4,No
4.957,2.013,9.965,2.3543,1.8588,45.843,-39.7,69.9,Yes
5.028,0.125,0.661,0.2789,0.1791,4.134,-68.5,39.0,No
4.838,2.065,10.149,3.2873,3.13,91.324,-5.3,80.3,Yes
5.038,1.189,6.013,0.7034,0.537,27.296,-49.9,66.0,No
4.985,2.053,10.3,1.901,1.2564,91.622,-32.0,80.6,Yes
4.98,0.565,2.883,0.7269,0.7439,12.883,-47.5,70.8,No
4.941,1.581,7.853,1.8884,1.3212,51.516,-32.4,71.1,Yes
5.038,0.107,0.553,0.0191,0.0234,2.531,-83.7,31.7,No
5.028,1.21,6.136,0.8788,0.6242,22.111,-30.0,61.1,Yes
5.047,0.024,0.124,0.0645,0.0651,1.735,-88.9,34.8,No
5.001,0.381,1.906,0.0717,0.1499,1.637,-52.8,45.5,No
4.89,2.924,14.191,3.1296,3.9184,139.033,-22.5,86.4,Yes
5.007,0.48,2.459,0.2769,0.197,7.655,-66.0,52.2,No
4.931,2.152,10.552,3.0103,4.3138,134.801,-25.5,91.3,Yes
4.881,2.292,11.316,3.8328,3.5734,79.861,-14.5,86.8,Yes
5.048,0.264,1.329,0.0822,0.0739,4.328,-58.1,44.4,No
5.026,0.126,0.636,0.0691,0.017,1.469,-86.0,44.1,No
5.062,0.145,0.74,0.0808,0.0402,0.641,-91.8,43.3,No
5.023,0.669,3.278,0.6996,0.3699,20.134,-43.6,62.9,No
4.99,0.418,2.104,0.2417,0.2333,7.65,-70.5,52.5,No
5.025,0.529,2.656,0.2808,0.1661,7.361,-66.2,49.4,No
4.945,2.018,10.046,2.2498,3.2371,138.962,-14.4,79.6,Yes
4.973,1.357,6.676,1.4234,1.4498,89.632,-33.8,72.2,Yes
5.028,0.093,0.468,0.0602,0.0248,1.77,-63.8,32.6,No
5.021,0.857,4.254,0.8851,0.7093,36.172,-42.7,61.6,No
4.988,0.746,3.691,0.7085,0.7982,28.599,-47.1,67.8,No
5.06,0.055,0.27,0.0112,0.0258,1.393,-80.7,34.8,No
5.005,0.222,1.111,0.0981,0.0553,0.9,-76.0,39.4,No
5.0,0.178,0.896,0.1516,0.1042,6.7,-66.8,37.9,No
5.071,0.095,0.477,0.0656,0.0613,1.196,-86.8,37.5,No
4.912,2.33,11.365,3.4137,4.4911,137.836,-21.6,78.9,Yes
4.888,1.995,9.789,3.0362,2.551,101.882,-14.8,73.4,Yes
5.035,0.01,0.05,0.0846,0.0245,2.842,-88.7,37.5,No
4.9,1.958,9.474,3.1954,3.9248,118.059,-30.2,82.0,Yes
5.009,0.332,1.662,0.0474,0.0861,7.349,-85.8,47.4,No
5.035,0.421,2.093,0.0772,0.1019,5.754,-57.8,40.6,No
4.891,2.646,13.125,3.4401,4.4667,77.347,-31.5,87.5,Yes
5.017,0.307,1.552,0.0799,0.0373,4.464,-95.2,40.5,No
4.921,1.587,7.838,3.211,2.0495,128.474,-7.9,79.9,Yes
5.065,0.044,0.217,0.119,0.0519,2.291,-75.3,32.4,No
4.991,1.129,5.674,0.7422,0.5571,32.673,-41.4,60.1,Yes
5.034,0.09,0.46,0.026,0.0281,2.833,-87.0,39.2,No
5.051,0.077,0.406,0.0326,0.0253,1.218,-75.1,36.1,No
5.019,0.183,0.911,0.046,0.0749,0.943,-87.8,32.4,No
4.883,1.737,8.418,2.0515,3.6763,125.769,-21.5,85.8,Yes
5.037,0.126,0.603,0.2719,0.1084,1.774,-77.7,37.0,No
4.852,2.349,11.506,3.1704,3.6776,117.91,-12.7,88.8,Yes
4.932,1.99,9.744,1.6696,1.9442,47.796,-40.1,72.2,Yes
5.03,0.33,1.646,0.1914,0.1514,5.05,-72.4,38.3,No
5.0,0.161,0.795,0.1191,0.1425,6.706,-74.3,44.6,No
4.975,1.637,8.189,2.045,1.5663,53.632,-35.3,68.3,Yes
4.878,2.968,14.437,2.8688,2.8883,130.691,-24.0,88.4,Yes
4.977,1.777,8.891,1.3477,2.1064,43.034,-30.6,75.2,Yes
4.997,0.96,4.827,0.7492,0.6409,33.757,-35.2,72.0,No
5.004,0.825,4.101,0.6738,0.6707,34.85,-41.9,65.5,Yes
5.022,0.615,3.087,0.3655,0.6318,25.448,-57.8,63.7,No
4.995,0.614,3.064,0.585,0.3083,22.758,-44.7,59.1,Yes
5.017,0.34,1.674,0.2038,0.1419,6.275,-60.3,39.1,No
5.054,0.165,0.843,0.0487,0.0264,2.405,-85.6,30.0,No
5.027,0.652,3.358,0.4071,0.5235,28.976,-51.4,67.4,No
5.053,0.513,2.635,0.312,0.1738,7.133,-49.6,50.9,No
4.863,2.916,14.086,3.2712,2.7979,93.948,-10.5,87.9,Yes
5.02,1.07,5.329,0.7628,0.5799,24.501,-62.3,70.8,Yes
4.893,1.68,8.239,2.745,2.3926,126.046,-29.1,79.6,Yes
4.98,1.199,5.909,0.774,0.6097,31.442,-50.5,72.0,No
5.034,0.37,1.843,0.0694,0.1219,3.706,-76.4,42.1,No
4.872,2.42,11.756,2.7465,3.888,131.292,-4.2,85.0,Yes
5.069,0.059,0.29,0.0935,0.0274,2.429,-88.2,38.7,No
5.059,0.141,0.713,0.0096,0.0248,3.414,-92.7,30.0,No
5.005,0.682,3.385,0.542,0.6714,14.405,-36.7,67.6,No
4.913,1.806,8.843,3.0246,4.514,123.464,-17.8,82.6,Yes
4.961,1.524,7.592,2.343,2.3878,57.862,-33.3,64.7,Yes
5.018,1.012,5.169,0.7043,0.7411,12.15,-47.0,61.3,Yes
5.012,0.953,4.841,0.7812,0.6149,39.83,-43.2,64.4,No
4.915,1.592,7.757,2.6159,2.2796,107.79,-28.2,86.8,Yes
4.875,2.54,12.507,3.771,3.2759,111.991,-8.8,84.0,Yes
4.973,1.402,6.996,2.2944,1.5183,51.745,-42.4,75.3,Yes
5.024,0.346,1.736,0.2157,0.0851,1.288,-75.4,39.7,No
5.039,0.294,1.45,0.0639,0.2034,1.612,-85.7,40.2,No
4.91,2.615,12.892,2.9885,3.6795,101.275,-36.9,86.6,Yes
5.06,0.075,0.358,0.0175,0.008,0.891,-90.4,33.0,No
4.939,2.076,10.339,2.6232,2.086,102.567,-28.3,76.4,Yes
5.039,0.22,1.131,0.1315,0.1605,6.377,-72.8,39.4,No
5.072,0.152,0.787,0.0543,0.0193,1.133,-81.8,36.6,No
4.99,0.902,4.48,0.7661,0.3543,23.082,-50.7,69.9,No
4.912,1.788,8.747,2.0404,2.0058,106.643,-12.9,79.3,Yes
5.054,0.089,0.454,0.0425,0.0599,2.245,-91.7,34.4,No
5.038,0.157,0.796,0.0,0.0043,2.045,-84.5,34.7,No
4.88,1.949,9.667,3.0355,3.1216,101.262,-28.6,86.6,Yes
4.994,1.163,5.815,0.4023,0.3686,28.687,-57.8,71.6,No
5.04,0.828,4.196,0.8572,0.7819,41.462,-39.3,66.4,Yes
4.889,2.317,11.452,3.2842,2.6078,132.557,-23.9,79.8,Yes
4.875,2.527,12.282,3.0998,3.2027,108.539,-10.8,83.7,Yes
4.866,2.916,14.281,3.7602,2.5293,129.352,-20.4,95.0,Yes
4.902,2.772,13.682,2.2899,4.4075,131.63,-20.0,91.9,Yes
4.819,2.593,12.637,2.9574,3.363,102.509,-30.1,93.1,Yes
4.925,2.322,11.359,2.9369,3.8474,136.69,-10.2,87.3,Yes
4.938,2.398,11.873,2.5469,2.7711,147.012,-22.5,88.5,Yes
4.953,1.661,8.245,2.0319,1.9899,65.416,-33.2,62.0,Yes
4.885,3.074,15.124,2.986,4.0541,136.664,-12.7,85.7,Yes
5.052,0.149,0.732,0.0237,0.0595,1.517,-88.9,34.4,No
5.04,0.278,1.389,0.2381,0.0611,6.957,-67.6,46.3,No
5.043,0.081,0.397,0.0112,0.053,0.5,-82.7,35.9,No
4.916,2.141,10.537,2.5709,2.9414,75.361,-17.4,83.6,Yes
4.93,1.562,7.668,2.862,3.0846,107.927,-30.3,77.0,Yes
4.971,1.305,6.612,2.199,1.5128,76.913,-37.7,75.7,Yes
5.022,0.658,3.22,0.3669,0.8419,15.262,-45.7,64.0,Yes
5.076,0.022,0.125,0.092,0.029,1.121,-95.0,40.4,No
4.928,2.359,11.476,2.8144,2.5558,109.822,-20.0,76.2,Yes
5.013,0.575,2.787,0.3875,0.5778,29.365,-51.1,59.2,No
4.898,1.796,8.844,2.5547,2.3341,120.361,-17.4,80.1,Yes
4.997,0.697,3.542,0.8146,0.477,8.968,-48.7,57.1,No
5.001,1.154,5.824,0.6957,0.8047,39.592,-45.2,62.6,Yes
4.985,0.984,4.947,0.7701,0.457,16.871,-46.2,62.1,No
5.031,0.473,2.326,0.3117,0.2098,6.334,-53.3,52.5,No
4.965,1.394,6.868,1.8451,1.2593,93.157,-34.9,80.9,Yes
4.983,1.561,7.813,1.9824,1.2335,67.963,-31.5,83.0,Yes
4.921,2.406,11.761,2.1406,2.6828,142.213,-26.9,74.3,Yes
4.979,2.238,11.022,1.9961,3.2775,112.952,-24.9,81.4,Yes
4.921,1.546,7.851,3.1571,2.0132,106.748,-20.0,72.9,Yes
5.039,0.156,0.781,0.036,0.0137,0.843,-89.6,38.8,No
5.042,0.371,1.882,0.089,0.0898,2.819,-72.5,32.8,No
4.885,2.31,11.423,3.5901,3.9797,78.285,-25.8,93.0,Yes
4.901,2.217,10.883,2.6595,2.1844,113.489,-9.6,78.7,Yes
4.93,1.982,9.705,2.716,3.3415,104.798,-18.2,84.5,Yes
5.042,0.063,0.316,0.0359,0.0475,3.172,-86.6,37.5,No
5.004,0.464,2.299,0.1929,0.2022,7.568,-62.4,52.1,No
4.964,2.298,11.37,2.128,2.4329,112.6,-13.7,73.2,Yes
5.035,0.322,1.581,0.1422,0.1022,1.982,-58.1,42.7,No
5.036,0.325,1.625,0.051,0.03,4.285,-65.2,47.4,No
4.986,0.811,3.934,0.6389,0.6401,30.21,-32.3,56.2,Yes
4.887,2.518,12.199,3.7534,4.4985,110.604,-18.2,88.4,Yes
4.985,1.438,7.16,2.4434,1.5352,92.964,-38.8,67.9,Yes
5.022,1.194,6.06,0.504,0.6468,35.445,-44.3,58.5,No
4.899,2.898,14.273,2.7441,3.5281,123.098,-21.3,82.6,Yes
4.899,2.182,10.522,3.8078,4.3476,83.785,-18.0,89.3,Yes
5.07,0.055,0.276,0.0862,0.0047,0.951,-86.6,41.0,No
4.994,1.912,9.523,1.958,2.381,53.224,-24.7,66.4,Yes
4.918,2.753,13.456,2.3839,3.8066,91.01,-28.5,82.2,Yes
4.9,2.688,13.239,3.4745,3.0509,134.574,-1.4,92.1,Yes
5.012,0.431,2.181,0.2986,0.274,7.265,-75.4,49.5,No
5.024,0.197,0.954,0.164,0.2055,1.46,-76.1,40.5,No
5.004,0.265,1.379,0.1167,0.2149,6.202,-71.8,38.1,No
4.885,2.857,13.952,3.6373,3.3384,129.305,-11.3,88.3,Yes
5.005,0.479,2.419,0.3217,0.2842,6.239,-59.8,51.1,No
4.954,2.426,12.028,2.9658,2.9608,139.931,-17.0,75.9,Yes
4.997,0.769,3.778,0.6375,0.8187,8.56,-43.1,62.8,Yes
4.993,1.162,5.839,0.5553,0.3197,28.607,-54.6,60.3,No
4.958,1.442,7.212,1.3569,1.3604,85.376,-31.4,68.6,Yes
4.989,2.03,10.273,2.2307,2.1594,93.323,-22.4,67.0,Yes
5.027,0.33,1.633,0.2109,0.1383,4.911,-65.4,48.0,No
4.873,3.022,14.623,2.412,3.8644,76.686,-21.1,86.3,Yes
4.925,1.958,9.533,2.4623,1.9272,60.176,-48.9,71.5,Yes
5.025,0.284,1.424,0.2142,0.2126,5.698,-73.3,38.8,No
4.996,0.454,2.305,0.3222,0.2037,7.667,-60.9,51.4,No
4.948,2.42,12.004,2.6287,3.0216,101.259,-18.7,72.0,Yes
5.025,0.264,1.337,0.0798,0.0461,6.83,-71.5,43.2,No
5.049,0.046,0.249,0.0019,0.0263,2.884,-98.2,35.1,No
4.94,1.909,9.44,2.0817,2.6586,137.379,-21.0,73.9,Yes
4.89,1.622,7.812,2.4193,3.3454,116.201,-22.3,77.0,Yes
4.872,3.042,14.865,3.0538,2.8239,134.312,-23.2,91.3,Yes
5.057,0.095,0.489,0.0753,0.0519,1.849,-88.7,36.4,No
5.04,0.423,2.155,0.142,0.0968,4.633,-68.8,47.9,No
4.912,2.104,10.3,3.2791,2.0795,139.295,-17.3,78.8,Yes
4.998,0.49,2.453,0.2861,0.2799,5.605,-60.3,53.9,No
5.056,0.173,0.894,0.0132,0.0236,1.118,-78.7,39.2,No
4.922,1.752,8.585,1.8761,3.067,129.615,-29.3,71.6,Yes
4.931,2.942,14.542,2.9923,2.6062,81.859,-19.4,85.3,Yes
5.021,1.117,5.619,0.7331,0.711,16.891,-51.8,67.3,No
5.043,0.039,0.2,0.0495,0.0768,0.753,-95.5,37.2,No
4.887,2.197,10.643,2.5399,3.7813,107.293,-20.3,79.9,Yes
5.027,0.128,0.634,0.2052,0.1202,6.458,-74.8,49.0,No
5.017,0.473,2.379,0.2612,0.2769,5.42,-71.1,46.9,No
4.88,2.158,10.578,2.614,2.8944,111.189,-5.9,84.2,Yes
5.051,0.101,0.488,0.2093,0.0688,5.053,-82.6,39.2,No
5.036,0.144,0.727,0.0577,0.0244,2.836,-89.3,34.8,No
4.897,2.05,10.144,3.8873,4.0946,94.963,-0.2,82.3,Yes
4.996,1.436,7.146,1.4168,1.4496,88.272,-52.7,76.3,Yes
5.007,0.396,2.004,0.2865,0.25,6.098,-60.7,47.9,No
5.076,0.022,0.111,0.018,0.0465,0.769,-84.8,36.2,No
4.923,2.855,13.902,2.382,2.7529,134.58,-23.8,78.7,Yes
4.892,2.235,11.023,2.7154,2.2231,126.517,-6.3,74.2,Yes
4.995,1.78,8.932,1.9634,1.5614,40.12,-32.3,67.5,Yes
4.86,1.818,8.844,2.5774,3.7906,97.713,-4.4,83.0,Yes
4.93,2.295,11.281,2.8292,3.4651,110.46,-24.5,79.4,Yes
4.906,2.911,14.141,2.4994,3.5708,103.562,-8.4,74.3,Yes
5.065,0.137,0.69,0.0389,0.0048,2.321,-93.3,39.0,No
5.01,0.29,1.446,0.1623,0.2098,4.346,-64.7,44.6,No
5.052,0.036,0.183,0.0723,0.0665,1.691,-74.8,30.6,No
5.064,0.095,0.482,0.0279,0.0498,3.239,-77.7,39.9,No
4.94,2.418,11.94,2.5072,3.3621,122.078,-11.6,87.4,Yes
4.985,1.147,5.743,0.867,0.5003,19.618,-60.9,68.4,Yes
5.053,0.123,0.631,0.0346,0.0686,2.545,-98.2,37.2,No
5.004,0.475,2.35,0.2964,0.2284,6.676,-70.5,49.9,No
5.002,0.47,2.383,0.2717,0.173,7.613,-61.4,51.8,No
4.951,2.529,12.628,2.3364,2.1274,95.826,-11.2,81.1,Yes
5.015,0.459,2.296,0.238,0.1857,7.274,-56.7,49.4,No
5.027,0.499,2.516,0.2978,0.2482,6.172,-62.9,48.3,No
5.016,0.081,0.418,0.0629,0.0332,1.947,-87.3,43.2,No
5.054,0.063,0.312,0.0573,0.0611,3.054,-95.5,31.4,No
5.039,0.173,0.87,0.018,0.0227,1.654,-82.4,40.7,No
4.947,2.032,10.02,2.002,1.853,92.466,-37.5,68.8,Yes
4.99,0.519,2.653,0.3234,0.2687,6.179,-76.7,53.4,No
5.04,0.165,0.841,0.1111,0.1974,3.127,-90.3,40.0,No
5.0,0.122,0.62,0.0775,0.1077,4.996,-75.9,42.4,No
5.065,0.271,1.332,0.2149,0.2213,2.911,-76.3,38.6,No
4.974,1.393,6.991,2.2403,1.3609,45.682,-44.3,65.6,Yes
4.824,2.918,14.132,3.6153,2.6905,109.37,-18.5,84.6,Yes
5.022,0.056,0.305,0.052,0.0364,1.46,-75.8,33.9,No
5.074,0.012,0.052,0.1257,0.0243,1.059,-82.0,35.5,No
4.998,0.486,2.405,0.2226,0.1945,7.808,-61.8,48.8,No
4.893,2.497,12.257,2.5391,3.4417,97.407,-21.2,76.8,Yes
5.067,0.117,0.6,0.0543,0.0536,2.474,-79.7,34.8,No
4.99,0.445,2.22,0.3328,0.2719,7.514,-67.3,52.3,No
4.99,0.518,2.563,0.2989,0.2744,7.487,-76.2,50.4,No
4.985,1.736,8.58,2.2757,1.1424,59.8,-34.8,68.4,Yes
4.929,1.91,9.451,2.2861,1.9402,82.614,-30.6,66.8,Yes
4.911,2.625,12.96,3.4058,4.4114,116.785,-28.6,89.8,Yes
5.036,0.213,1.069,0.1624,0.0682,6.959,-73.1,47.4,No
4.995,1.184,5.918,0.761,0.4271,8.025,-53.4,54.4,Yes
5.02,0.505,2.5,0.2393,0.2432,5.757,-72.5,47.0,No
5.029,0.343,1.721,0.0816,0.1371,3.112,-83.6,43.9,No
4.959,1.761,8.829,1.397,1.4743,93.712,-28.7,78.4,Yes
5.034,0.453,2.271,0.2605,0.1636,6.581,-53.3,44.8,No
4.972,1.773,8.779,1.4783,1.6505,76.897,-34.3,62.0,Yes
5.025,1.243,6.236,0.5989,0.47,20.019,-56.6,70.7,Yes
4.917,2.479,12.202,2.1247,3.3132,115.379,-25.6,77.3,Yes
4.934,1.781,8.697,2.4178,2.6837,119.326,-24.4,85.5,Yes
4.884,3.004,14.606,2.4807,2.8632,90.599,-36.7,82.2,Yes
5.043,0.215,1.08,0.1363,0.1025,2.865,-71.4,43.9,No
4.907,1.59,7.796,3.2364,3.0074,118.117,-17.5,81.0,Yes
5.0,0.141,0.708,0.221,0.0288,3.031,-56.0,38.8,No
4.955,1.526,7.534,1.2773,1.551,86.236,-33.3,77.1,Yes
5.03,0.422,2.113,0.0618,0.104,3.034,-77.3,43.2,No
5.028,0.239,1.206,0.1527,0.1596,4.488,-72.2,41.6,No
4.986,0.635,3.169,0.3865,0.6998,37.029,-62.2,61.0,No
4.852,2.47,12.075,1.8462,2.0495,139.492,-24.0,84.3,Yes
4.898,3.059,14.932,2.7342,4.2299,98.81,-30.6,86.0,Yes
5.057,0.109,0.559,0.0278,0.0114,2.714,-103.9,33.8,No
5.03,0.023,0.091,0.0726,0.0765,0.5,-90.1,38.3,No
4.9,2.062,10.106,1.2649,2.2812,76.481,-41.5,69.3,Yes
5.012,0.403,2.019,0.215,0.1955,6.375,-62.2,48.9,No
5.014,1.519,7.641,2.0488,1.7556,94.356,-54.1,75.7,Yes
5.053,0.442,2.249,0.2084,0.1463,4.217,-64.0,42.5,No
5.017,0.456,2.294,0.2159,0.1938,7.481,-81.2,49.3,No
5.023,0.805,4.038,0.7953,0.3196,29.74,-57.5,62.6,No
4.98,0.761,3.826,0.8904,0.4203,25.384,-52.4,59.6,Yes
5.029,0.272,1.341,0.2541,0.1112,2.608,-78.1,40.4,No
5.05,0.172,0.859,0.0108,0.0082,1.502,-92.1,31.2,No
4.974,1.873,9.201,2.4984,1.3451,70.302,-39.2,67.9,Yes
5.038,0.107,0.563,0.0484,0.139,3.836,-74.0,39.3,No
5.043,0.173,0.862,0.0333,0.0534,0.771,-92.4,32.4,No
5.057,0.023,0.123,0.0559,0.0361,1.523,-94.4,32.3,No
5.053,0.412,2.085,0.1276,0.0931,1.469,-86.0,42.0,No
5.036,0.316,1.575,0.1678,0.1063,4.463,-93.7,44.0,No
5.025,0.285,1.407,0.2727,0.1293,1.058,-81.1,44.3,No
5.074,0.175,0.882,0.106,0.1029,1.972,-84.3,44.9,No
5.067,0.142,0.73,0.0966,0.0152,1.298,-97.3,34.6,No
5.049,0.082,0.411,0.0107,0.0331,2.433,-79.8,40.8,No
5.06,0.031,0.158,0.0282,0.0572,1.479,-93.4,30.0,No
4.98,1.188,5.922,0.5666,0.4964,12.003,-35.4,58.3,No
5.043,0.174,0.863,0.0904,0.0723,1.635,-95.2,30.0,No
